"","id","taxon","l","t","k","f","r","n"
"2274","9810.","Scabiosa lucida","9","3","4","4","8","3"
"2275","9811.","Scabiosa ochroleuca","8","7","6","3","8","2"
"2276","9816.","Scandix pecten-veneris","7","7","3","3","8","4"
"2277","9871.","Scheuchzeria palustris","9","5","5","9","3","1"
"2278","0","Schoenoplectus americanus","8","6","4","10","7","7"
"2279","0","Schoenoplectus x carinatus","8","6","?","11","7","7"
"2280","9900.","Schoenoplectus lacustris","8","6","3","11","7","6"
"2281","9903.","Schoenoplectus mucronatus","8","7","4","10","7","8"
"2282","9905.","Schoenoplectus supinus","8","7","x","8","7","3"
"2283","9906.","Schoenoplectus tabernaemontani","8","7","6","10","9","6"
"2284","9907.","Schoenoplectus triqueter","8","6","5","10","7","7"
"2285","9909.","Schoenus ferrugineus","9","4","4","8","7","2"
"2286","9910.","Schoenus nigricans","9","6","3","9","9","2"
"2287","9913.","Scilla bifolia","5","7","5","7","7","6"
"2288","5276.","Scilla non-scripta","5","6","1","5","7","6"
"2289","9921.","Scirpus radicans","7","6","6","9","7","6"
"2290","9922.","Scirpus sylvaticus","6","5","4","8","4","4"
"2291","9926.","Scleranthus annuus","6","5","4","5","2","5"
"2292","9927.","Scleranthus perennis","8","6","4","2","4","1"
"2293","9928.","Scleranthus polycarpos","9","4","3","2","3","1"
"2294","9929.","Scleranthus verticillatus","9","7","4","2","6","1"
"2295","9933.","Sclerochloa dura","9","7","8","4","8","5"
"2296","0","Scolochloa festucacea","8","6","8","10","8","6"
"2297","9973.","Scorzonera austriaca","7","7","7","3","8","2"
"2298","9975.","Scorzonera hispanica","7","7","6","4","8","3"
"2299","9976.","Scorzonera humilis","7","6","5","7","5","2"
"2300","9978.","Scorzonera parviflora","8","6","8","7","8","4"
"2301","9979.","Scorzonera purpurea","8","7","6","2","8","2"
"2302","0","Scrophularia auriculata","8","7","1","9","6","7"
"2303","9983.","Scrophularia canina","8","8","2","4","8","3"
"2304","9985.","Scrophularia nodosa","4","5","3","6","6","7"
"2305","9987.","Scrophularia umbrosa","7","6","5","9","8","7"
"2306","9990.","Scrophularia vernalis","5","6","5","5","7","7"
"2307","9993.","Scutellaria galericulata","7","6","5","9","7","6"
"2308","9994.","Scutellaria hastifolia","7","7","6","8","7","5"
"2309","9995.","Scutellaria minor","7","6","2","9","2","3"
"2310","10008","Sedum acre","8","6","3","2","x","1"
"2311","10010","Sedum album","9","x","2","2","x","1"
"2312","10011","Sedum alpestre","8","2","2","5","4","2"
"2313","10012","Sedum annuum","9","3","3","3","4","1"
"2314","10013","Sedum atratum","9","2","2","5","8","?"
"2315","10016","Sedum dasyphyllum","7","x","2","3","x","?"
"2316","0","Sedum forsteranum","8","7","1","3","4","1"
"2317","10040","Sedum rubens","7","7","2","3","x","3"
"2318","10022","Sedum reflexum","7","5","4","2","5","1"
"2319","10026","Sedum sexangulare","7","5","4","2","6","1"
"2320","10029","Sedum spurium","8","6","4","3","5","3"
"2321","10021","Hylotelephium maximum","8","6","4","3","5","3"
"2322","10031","Hylotelephium telephium","7","6","x","4","7","x"
"2323","10035","Hylotelephium vulgaris (fabaria)","9","4","2","3","4","2"
"2324","10034","Sedum villosum","9","5","2","9","4","1"
"2325","10042","Selaginella helvetica","5","5","4","5","8","2"
"2326","10043","Selaginella selaginoides","8","3","3","7","7","3"
"2327","10062","Selinum carvifolia","7","5","5","7","5","3"
"2328","10071","Sempervivum arachnoideum","9","3","4","2","2","1"
"2329","10075","Sempervivum montanum","8","2","2","3","2","1"
"2330","10080","Sempervivum tectorum","8","x","2","2","4","x"
"2331","10083","Senecio abrotanifolius ssp. abrotanif","7","3","4","4","7","2"
"2332","10087","Senecio alpinus","7","3","4","6","8","9"
"2333","10085","Senecio aquaticus","7","6","2","8","4","5"
"2334","0","Senecio congestus","9","6","7","9","7","7"
"2335","10090","Senecio doronicum","8","2","4","5","8","3"
"2336","10091","Senecio erraticus","8","6","2","6","x","6"
"2337","10092","Senecio erucifolius","8","6","4","3","8","4"
"2338","10111","Senecio fluviatilis","7","7","5","9","7","8"
"2339","10107","Senecio ovatus","7","x","4","5","x","8"
"2340","0","Senecio gaudinii (ovirensis)","8","3","4","6","8","8"
"2341","0","Senecio helenitis (spathulifolius)","7","6","2","7","x","2"
"2342","0","Senecio helenitis ssp. salisburgensis","8","6","2","8","x","2"
"2343","10099","Senecio hercynicus","7","4","7","6","x","8"
"2344","10101","Senecio inaequidens","8","7","?","3","7","3"
"2345","10103","Senecio incanus ssp. carniolicus","8","2","5","5","1","1"
"2346","11069","Tephroseris integrifolia","7","6","7","4","8","?"
"2347","10105","Senecio jacobaea","8","5","3","4","7","5"
"2348","10109","Senecio paludosus","7","6","4","9","x","6"
"2349","11065","Tephroseris crispa","6","4","4","8","6","5"
"2350","10110","Senecio rupestris","8","3","4","5","7","8"
"2351","10112","Senecio subalpinus","6","4","4","8","7","7"
"2352","10113","Senecio sylvaticus","8","6","3","5","5","8"
"2353","10114","Senecio vernalis","7","6","6","4","7","6"
"2354","10115","Senecio viscosus","8","6","4","3","x","4"
"2355","10116","Senecio vulgaris","7","x","x","5","x","8"
"2356","10126","Serratula tinctoria","6","6","5","x","7","3"
"2357","10128","Seseli annuum","8","7","5","3","9","2"
"2358","10132","Seseli hippomarathrum","9","8","6","2","9","1"
"2359","10138","Libanotis pyrenaica","7","x","5","3","8","2"
"2360","10142","Sesleria ovata","8","1","4","5","8","2"
"2361","10148","Sesleria uliginosa","8","5","4","8","8","2"
"2362","10141","Sesleria caerulea","7","3","2","4","9","3"
"2363","10155","Setaria pumila","7","7","4","4","5","6"
"2364","10154","Setaria italica","8","8","5","4","7","8"
"2365","10157","Setaria verticillata","7","7","4","4","x","7"
"2366","0","Setaria verticillata ssp. decipiens","7","7","7","4","7","6"
"2367","10159","Setaria viridis","7","6","x","4","x","7"
"2368","10163","Sherardia arvensis","6","6","3","4","7","5"
"2369","10165","Sibbaldia procumbens","7","2","3","7","2","4"
"2370","0","Sigesbeckia cordifolia","7","6","?","6","8","8"
"2371","10177","Silaum silaus","7","6","5","x","7","3"
"2372","10179","Silene acaulis","9","1","3","4","8","1"
"2373","10182","Silene armeria","7","7","4","4","5","2"
"2374","0","Silene chlorantha","7","6","8","2","8","2"
"2375","10185","Silene conica","9","7","4","2","5","2"
"2376","10189","Silene dichotoma","7","7","4","4","x","6"
"2377","10190","Silene dioica","x","x","4","6","7","8"
"2378","10192","Silene exscapa","9","1","5","4","2","1"
"2379","10193","Silene gallica","7","7","3","4","7","6"
"2380","10200","Silene linicola","7","7","4","4","8","4"
"2381","10203","Silene nemoralis","7","6","4","x","8","x"
"2382","10204","Silene noctiflora","7","6","4","3","8","5"
"2383","10205","Silene nutans","7","x","5","3","7","3"
"2384","10208","Silene otites","8","7","7","2","7","2"
"2385","10198","Silene latifolia ssp. alba","8","6","x","4","x","7"
"2386","10213","Silene pusilla","8","3","4","9","9","2"
"2387","10217","Silene rupestris","9","3","2","3","3","1"
"2388","10225","Silene vulgaris","8","x","x","4","7","4"
"2389","10227","Silene vulgaris ssp. glareosa","9","2","?","5","8","2"
"2390","10240","Sinapis arvensis","7","5","3","x","8","6"
"2391","10242","Sisymbrium altissimum","8","6","7","4","7","4"
"2392","10243","Sisymbrium austriacum","7","6","4","4","8","7"
"2393","10244","Sisymbrium irio","8","8","3","3","7","5"
"2394","10245","Sisymbrium loeselii","7","6","7","4","7","5"
"2395","10246","Sisymbrium officinale","8","6","5","4","x","7"
"2396","10249","Sisymbrium strictissimum","6","7","4","6","8","7"
"2397","0","Sisymbrium supinum","8","7","4","7","7","5"
"2398","10250","Sisymbrium volgense","8","6","8","3","8","4"
"2399","10257","Sium latifolium","7","6","4","10","7","7"
"2400","10267","Solanum dulcamara","7","5","x","8","x","8"
"2401","0","Solanum luteum","8","7","3","5","7","7"
"2402","10272","Solanum nigrum","7","6","3","5","7","8"
"2403","0","Solanum nitidibaccatum","8","7","?","4","5","7"
"2404","0","Solanum sarachoides","8","6","4","3","7","5"
"2405","10288","Soldanella alpina","7","2","4","7","8","x"
"2406","10294","Soldanella minima","8","3","4","7","8","3"
"2407","10296","Soldanella montana","5","4","4","6","2","2"
"2408","10297","Soldanella pusilla","7","1","4","7","2","3"
"2409","10304","Solidago canadensis","8","6","5","x","x","6"
"2410","10305","Solidago gigantea","8","6","5","6","x","7"
"2411","10306","Solidago graminifolia","8","6","x","7","7","7"
"2412","10309","Solidago virgaurea ssp. virgaurea","5","x","x","5","x","4"
"2413","10308","Solidago virgaurea ssp. minuta","5","3","x","5","2","3"
"2414","10322","Sonchus arvensis","7","5","x","5","7","x"
"2415","10325","Sonchus asper","7","5","x","6","7","7"
"2416","10327","Sonchus oleraceus","7","6","x","4","8","8"
"2417","10328","Sonchus palustris","7","6","6","8","7","7"
"2418","10336","Sorbus aria agg.","6","5","2","4","7","3"
"2419","10337","Sorbus aucuparia","6","x","x","x","4","x"
"2420","10342","Sorbus chamae-mespilus","7","3","4","4","8","3"
"2421","10343","Sorbus danubialis","6","6","4","3","8","3"
"2422","10344","Sorbus domestica","4","8","4","4","8","3"
"2423","10346","Sorbus intermedia","6","5","2","x","x","x"
"2424","0","Sorbus mougeotii (aucuparia x aria)","8","4","4","3","4","2"
"2425","10350","Sorbus torminalis","4","7","4","4","7","4"
"2426","10362","Sorghum halepense","8","7","?","6","7","7"
"2427","10369","Sparganium angustifolium","8","x","3","11","3","1"
"2428","10370","Sparganium emersum","7","6","3","10","6","7"
"2429","10371","Sparganium erectum","7","6","5","10","7","7"
"2430","10376","Sparganium natans","7","5","5","11","5","3"
"2431","0","Spartina x townsendii agg.","8","5","2","9","8","3"
"2432","10380","Spergula arvensis","6","5","3","5","3","6"
"2433","10381","Spergula morisonii","9","5","4","3","x","2"
"2434","10383","Spergula pentandra","9","6","4","2","6","1"
"2435","10385","Spergularia echinosperma","8","6","4","7","7","8"
"2436","10386","Spergularia maritima","7","6","x","7","7","5"
"2437","10387","Spergularia rubra","7","5","x","5","3","4"
"2438","10388","Spergularia salina","7","6","x","7","9","?"
"2439","10389","Spergularia segetalis","9","6","2","8","4","x"
"2440","10482","Spiraea salicifolia","7","6","7","8","6","6"
"2441","10487","Spiranthes aestivalis","9","5","3","8","8","2"
"2442","10488","Spiranthes spiralis","8","6","2","4","5","2"
"2443","10490","Spirodela polyrhiza","7","6","5","11","6","6"
"2444","10520","Stachys alpina","7","4","2","5","9","8"
"2445","10521","Stachys annua","7","6","4","3","8","4"
"2446","10522","Stachys arvensis","7","6","2","5","3","6"
"2447","10524","Stachys germanica","7","7","4","3","8","5"
"2448","10526","Stachys palustris","7","5","x","7","7","6"
"2449","10528","Stachys recta","7","6","4","3","9","2"
"2450","10530","Stachys sylvatica","4","x","3","7","7","7"
"2451","10533","Staphylea pinnata","7","7","4","5","8","4"
"2452","0","Stellaria crassifolia","9","5","7","9","x","3"
"2453","10562","Stellaria graminea","6","x","x","5","4","3"
"2454","10563","Stellaria holostea","5","6","3","5","6","5"
"2455","10564","Stellaria longifolia","4","4","7","7","2","2"
"2456","10566","Stellaria media agg.","6","x","x","x","7","8"
"2457","10570","Stellaria nemorum","4","x","4","7","5","7"
"2458","10572","Stellaria palustris","5","5","7","9","4","2"
"2459","10561","Stellaria alsine","5","4","3","8","4","4"
"2460","10632","Stipa capillata","8","7","8","2","8","2"
"2461","0","Stipa bavarica","9","6","?","1","7","1"
"2462","10635","Stipa eriocaulis","9","7","8","2","8","?"
"2463","10638","Stipa pennata","8","7","8","2","7","2"
"2464","10640","Stipa pulcherrima","9","8","7","1","8","1"
"2465","10643","Stipa tirsa","8","7","8","3","6","2"
"2466","10651","Stratiotes aloides","7","6","5","11","8","6"
"2467","10653","Streptopus amplexifolius","5","3","4","5","6","6"
"2468","10662","Suaeda maritima","8","6","x","8","7","7"
"2469","0","Subularia aquatica","8","4","3","10","2","1"
"2470","10666","Succisa pratensis","7","5","3","7","x","2"
"2471","10668","Succisella inflexa","8","6","4","8","5","2"
"2472","10670","Swertia perennis","7","4","7","9","8","3"
"2473","10676","Symphytum asperum","8","6","?","5","x","8"
"2474","0","Symphytum bulbosum","5","8","3","5","6","7"
"2475","10678","Symphytum officinale","7","6","3","7","x","8"
"2476","0","Symphytum tuberosum","4","x","4","6","7","5"
"2477","10703","Tamus communis","6","8","2","5","8","5"
"2478","0","Tanacetum alpinum","8","2","4","7","2","2"
"2479","10707","Pyrethrum corymbosum","6","7","5","4","7","4"
"2480","10711","Tanacetum vulgare","8","6","4","5","8","5"
"2481","10958","Taraxacum sect. Alpestria","7","3","4","5","7","6"
"2482","10959","Taraxacum alpinum agg. (apennin.-Gr.)","8","2","4","6","8","6"
"2483","10963","Taraxacum cucullatum agg.","8","2","4","6","6","4"
"2484","10967","Taraxacum fontanum agg.","8","3","3","9","6","5"
"2485","10966","Taraxacum sect. Erythrosperma","8","6","5","3","7","2"
"2486","0","Taraxacum obliquum agg. (simile-Gr.)","9","6","4","3","6","4"
"2487","10973","Taraxacum sect. Ruderalia","7","x","x","5","x","8"
"2488","10970","Taraxacum sect. Palustria","8","x","2","8","8","2"
"2489","0","Taraxacum spectabile agg. (praest.-Gr.)","8","6","2","7","4","3"
"2490","11035","Taxus baccata","4","5","2","5","7","x"
"2491","11046","Teesdalia nudicaulis","8","6","2","3","1","1"
"2492","11051","Telekia speciosa","7","6","4","7","7","7"
"2493","6443.","Tetragonolobus maritimus","8","7","4","x","9","1"
"2494","11101","Teucrium botrys","9","6","4","2","8","2"
"2495","11102","Teucrium chamaedrys","7","6","4","2","8","1"
"2496","11103","Teucrium montanum","8","5","4","1","9","1"
"2497","11104","Teucrium scordium","7","7","5","8","8","4"
"2498","11105","Teucrium scorodonia","6","5","2","4","2","3"
"2499","11114","Thalictrum aquilegiifolium","5","x","4","8","7","7"
"2500","11115","Thalictrum flavum","7","6","5","8","8","5"
"2501","11117","Thalictrum lucidum","7","x","5","8","7","3"
"2502","11118","Thalictrum minus","6","x","7","3","8","3"
"2503","11126","Thalictrum simplex","8","6","7","6","8","2"
"2504","11128","Thalictrum simplex ssp. galioides","8","6","?","6","8","2"
"2505","11210","Lastrea limbosperma","4","4","2","6","3","5"
"2506","11211","Thelypteris palustris","5","6","x","8","5","6"
"2507","7894.","Phegopteris connectilis","2","4","3","6","4","6"
"2508","11215","Thesium alpinum","8","3","4","4","8","2"
"2509","11216","Thesium bavarum","7","6","4","3","8","2"
"2510","11218","Thesium ebracteatum","7","6","6","4","2","2"
"2511","11219","Thesium linophyllon","8","7","5","2","8","1"
"2512","11220","Thesium pyrenaicum","8","4","4","4","4","2"
"2513","11224","Thesium rostratum","6","5","5","3","9","2"
"2514","11229","Thlaspi alliaceum","6","7","2","4","8","5"
"2515","11232","Thlaspi caerulescens","8","4","2","5","5","4"
"2516","11231","Thlaspi arvense","6","5","x","5","7","6"
"2517","0","Thlaspi calaminare","8","6","2","5","6","1"
"2518","11236","Thlaspi montanum","6","5","4","4","9","2"
"2519","11237","Thlaspi perfoliatum","8","6","5","4","8","2"
"2520","11239","Thlaspi rotundifolium","9","2","4","5","9","3"
"2521","11259","Thymelaea passerina","7","7","6","4","8","4"
"2522","11268","Thymus praecox","8","6","5","3","8","1"
"2523","11269","Thymus praecox ssp. polytrichus","8","3","5","4","8","1"
"2524","11273","Thymus pulegioides ssp. pulegioides","8","x","4","4","x","1"
"2525","11274","Thymus pulegioides ssp. carniolicus","8","7","4","2","8","1"
"2526","11277","Thymus serpyllum","7","6","5","2","5","1"
"2527","11287","Tilia cordata","5","5","4","5","x","5"
"2528","11288","Tilia platyphyllos","4","6","2","6","x","7"
"2529","11305","Tofieldia calyculata","8","x","4","8","8","2"
"2530","11306","Tofieldia pusilla ssp. pusilla","8","2","?","8","7","1"
"2531","0","Tolpis staticifolia","9","4","4","4","8","2"
"2532","11346","Tordylium maximum","7","8","4","3","5","5"
"2533","11348","Torilis arvensis","7","7","3","4","9","4"
"2534","11350","Torilis japonica","6","6","3","5","8","8"
"2535","11351","Torilis nodosa","8","6","3","4","7","6"
"2536","11408","Tozzia alpina","5","2","4","6","8","7"
"2537","11416","Tragopogon dubius","8","7","4","4","8","4"
"2538","11418","Tragopogon orientalis","7","x","5","5","7","6"
"2539","11422","Tragopogon pratensis","7","6","3","4","7","6"
"2540","11419","Tragopogon porrifolius","8","6","?","4","7","?"
"2541","11424","Tragus racemosus","8","8","3","4","x","7"
"2542","11426","Trapa natans","8","7","5","11","6","8"
"2543","11448","Traunsteinera globosa","7","3","4","5","8","3"
"2544","11461","Trichophorum alpinum","8","4","4","10","2","2"
"2545","0","Trichophorum cespitosum ssp. cespitosum","8","4","3","9","1","1"
"2546","0","Trichophorum cespitosum ssp. germanicum","8","5","2","9","1","1"
"2547","11474","Trientalis europaea","5","5","7","x","3","2"
"2548","11477","Trifolium alpestre","7","6","4","3","6","3"
"2549","11478","Trifolium alpinum","8","2","4","4","2","2"
"2550","11480","Trifolium arvense","8","6","3","3","2","1"
"2551","11482","Trifolium aureum","7","6","4","4","4","2"
"2552","11483","Trifolium badium","8","2","4","6","8","x"
"2553","11484","Trifolium campestre","8","6","3","4","6","3"
"2554","11486","Trifolium dubium","6","6","3","4","6","4"
"2555","11488","Trifolium fragiferum","8","6","5","7","8","7"
"2556","11489","Trifolium hybridum","7","6","5","6","7","5"
"2557","11498","Trifolium medium","7","6","4","4","6","3"
"2558","0","Trifolium micranthum","9","6","3","7","x","x"
"2559","11500","Trifolium montanum","8","x","4","3","8","2"
"2560","11504","Trifolium ochroleucon","7","7","4","4","8","2"
"2561","11533","Trifolium ornithopoides","9","6","2","3","x","?"
"2562","11505","Trifolium pallescens","8","3","4","5","5","2"
"2563","11508","Trifolium pratense","7","x","3","5","x","x"
"2564","11510","Trifolium pratense ssp. nivale","8","2","3","5","6","6"
"2565","11513","Trifolium repens","8","x","x","5","6","6"
"2566","11516","Trifolium resupinatum","8","7","3","6","7","5"
"2567","11517","Trifolium retusum","8","7","6","3","7","?"
"2568","11518","Trifolium rubens","7","6","4","3","8","2"
"2569","0","Trifolium scabrum","9","9","3","2","9","1"
"2570","11520","Trifolium spadiceum","7","4","4","8","3","3"
"2571","11523","Trifolium striatum","8","7","3","3","2","1"
"2572","11526","Trifolium thalii","7","2","2","5","8","x"
"2573","11541","Triglochin maritima","8","6","x","7","x","5"
"2574","11542","Triglochin palustris","8","x","x","9","x","1"
"2575","11551","Trinia glauca","9","8","5","1","8","1"
"2576","0","Tripleurospermum maritimum","9","6","3","6","7","8"
"2577","11555","Tripleurospermum inodorum","7","6","3","x","6","6"
"2578","11562","Trisetum distichophyllum","8","2","4","5","9","2"
"2579","11564","Trisetum flavescens","7","x","5","x","x","5"
"2580","11568","Trisetum spicatum","9","1","4","5","7","1"
"2581","11583","Trollius altissimus","9","3","5","7","6","5"
"2582","0","Tuberaria guttata","9","7","2","2","5","1"
"2583","11588","Tulipa sylvestris","7","7","4","4","7","5"
"2584","11590","Turgenia latifolia","8","7","5","3","9","3"
"2585","11592","Tussilago farfara","8","x","3","6","8","x"
"2586","11594","Typha angustifolia","8","7","5","10","7","7"
"2587","11595","Typha latifolia","8","6","5","10","7","8"
"2588","11597","Typha minima agg.","8","x","7","9","8","2"
"2589","11598","Typha shuttleworthii","8","3","4","10","8","3"
"2590","11600","Ulex europaeus","7","6","1","5","3","2"
"2591","11602","Ulmus glabra","4","5","3","6","7","7"
"2592","11603","Ulmus laevis","4","6","5","8","7","7"
"2593","11604","Ulmus minor","5","7","5","x","8","x"
"2594","11644","Urtica dioica","x","x","x","6","7","9"
"2595","11647","Urtica kiovensis","8","6","6","10","7","6"
"2596","11649","Urtica urens","7","6","x","5","x","8"
"2597","11721","Utricularia bremii","8","7","4","12","3","2"
"2598","11723","Utricularia intermedia","8","6","x","12","8","1"
"2599","11726","Utricularia ochroleuca","7","6","2","12","3","1"
"2600","11724","Utricularia minor","8","6","x","12","6","2"
"2601","11720","Utricularia australis","9","6","2","12","5","3"
"2602","11728","Utricularia vulgaris","7","6","x","12","5","4"
"2603","11730","Vaccaria hispanica","7","6","7","2","9","3"
"2604","0","Oxycoccus macrocarpus","7","5","3","8","1","3"
"2605","11735","Vaccinium myrtillus","5","x","5","x","2","3"
"2606","11734","Oxycoccus microcarpus","8","4","6","9","1","1"
"2607","11737","Oxycoccus palustris","7","5","3","9","x","1"
"2608","11732","Vaccinium gaultheroides","8","3","4","5","3","2"
"2609","11739","Vaccinium uliginosum","6","x","5","x","1","3"
"2610","11740","Vaccinium vitis-idaea","5","x","5","4","2","1"
"2611","11745","Valeriana dioica","7","x","2","8","5","2"
"2612","11747","Valeriana montana","8","2","2","5","9","2"
"2613","11749","Valeriana officinalis","7","6","5","8","7","5"
"2614","11750","Valeriana pratensis","7","8","4","7","9","2"
"2615","11751","Valeriana excelsa ssp. procurrens","7","6","4","8","6","6"
"2616","11753","Valeriana excelsa ssp. sambucifolia","7","6","5","8","6","5"
"2617","11758","Valeriana versifolia","7","3","3","6","6","6"
"2618","11759","Valeriana stolonifera","7","x","4","4","7","4"
"2619","11754","Valeriana saxatilis","8","2","4","4","9","2"
"2620","11756","Valeriana supina","8","1","4","5","9","?"
"2621","11757","Valeriana tripteris","7","3","2","5","x","2"
"2622","11762","Valerianella carinata","7","7","3","4","8","x"
"2623","11764","Valerianella dentata","7","6","2","4","7","x"
"2624","0","Valerianella eriocarpa","7","7","3","4","8","3"
"2625","11765","Valerianella locusta","7","6","3","5","7","6"
"2626","11767","Valerianella rimosa","6","7","2","4","7","5"
"2627","11769","Vallisneria spiralis","7","8","3","12","7","7"
"2628","11773","Ventenata dubia","9","8","5","3","8","3"
"2629","11776","Veratrum album ssp. album","7","4","4","x","7","6"
"2630","11781","Verbascum blattaria","8","7","7","3","7","6"
"2631","11785","Verbascum densiflorum","8","6","5","4","8","5"
"2632","11786","Verbascum lychnitis","7","6","5","3","7","3"
"2633","11787","Verbascum nigrum","7","5","5","5","7","7"
"2634","11788","Verbascum phlomoides","8","6","5","4","8","6"
"2635","11789","Verbascum phoeniceum","7","6","6","3","7","2"
"2636","11790","Verbascum pulverulentum","8","8","4","3","9","5"
"2637","11794","Verbascum thapsus","8","x","3","4","7","7"
"2638","11799","Verbena officinalis","9","6","3","5","7","7"
"2639","11805","Veronica acinifolia","8","9","2","7","4","3"
"2640","11806","Veronica agrestis","6","6","2","6","7","7"
"2641","11808","Veronica alpina ssp. australis","7","2","2","6","x","3"
"2642","11810","Veronica anagallis-aquatica","7","6","3","9","x","6"
"2643","11810","Veronica anagalloides","8","6","5","9","5","5"
"2644","11819","Veronica catenata","8","7","3","9","7","7"
"2645","11812","Veronica aphylla","8","2","4","5","8","2"
"2646","11813","Veronica arvensis","7","6","3","x","6","x"
"2647","11815","Veronica austriaca","8","6","6","3","9","2"
"2648","11841","Veronica prostrata","8","7","6","2","8","1"
"2649","11848","Veronica teucrium","7","6","5","3","8","2"
"2650","11816","Veronica beccabunga","7","x","3","10","7","6"
"2651","11818","Veronica bellidioides","8","2","4","4","1","1"
"2652","11822","Veronica chamaedrys","6","x","x","5","x","x"
"2653","11824","Veronica chamaedrys ssp. micans","7","2","3","5","8","4"
"2654","11826","Veronica filiformis","7","x","4","5","5","7"
"2655","11827","Veronica fruticans","8","2","2","4","x","2"
"2656","11828","Veronica fruticulosa","9","3","4","5","9","2"
"2657","11829","Veronica hederifolia agg.","6","6","3","5","7","7"
"2658","8702.","Veronica longifolia","7","6","7","8","7","6"
"2659","11832","Veronica montana","4","5","2","7","5","6"
"2660","11833","Veronica officinalis","6","x","3","4","3","4"
"2661","11834","Veronica opaca","5","6","4","4","8","6"
"2662","11836","Veronica peregrina","8","7","?","8","8","6"
"2663","11838","Veronica persica","6","x","3","5","7","7"
"2664","11839","Veronica polita","5","6","3","4","8","7"
"2665","11840","Veronica praecox","8","8","5","2","8","1"
"2666","11841","Veronica prostrata","9","7","6","2","8","2"
"2667","11843","Veronica scutellata","8","5","3","9","3","3"
"2668","11844","Veronica serpyllifolia","x","x","3","5","5","5"
"2669","11845","Veronica serpyllifolia ssp. humifusa","7","3","3","5","6","7"
"2670","8704.","Veronica spicata","7","7","6","3","7","2"
"2671","8706.","Veronica spuria","8","7","6","4","8","3"
"2672","11850","Veronica triphyllos","6","7","3","4","x","4"
"2673","11851","Veronica urticifolia","3","4","4","5","7","7"
"2674","11825","Veronica dillenii","8","7","6","2","5","2"
"2675","11853","Veronica verna","8","7","5","2","4","1"
"2676","11854","Veronica vindobonensis","7","6","4","3","8","3"
"2677","12023","Viburnum lantana","7","5","2","4","8","4"
"2678","12024","Viburnum opulus","6","5","3","x","7","6"
"2679","12031","Vicia cassubica","6","6","4","4","5","3"
"2680","12034","Vicia cracca","7","5","x","6","x","x"
"2681","12036","Vicia dumetorum","6","6","4","5","8","4"
"2682","12040","Vicia grandiflora","7","7","6","4","x","x"
"2683","12041","Vicia hirsuta","7","6","5","4","x","4"
"2684","12043","Vicia lathyroides","8","7","4","2","3","2"
"2685","12044","Vicia lutea","7","7","3","4","7","5"
"2686","12045","Vicia narbonensis agg.","7","7","3","4","8","5"
"2687","12048","Vicia oroboides","6","5","?","5","8","?"
"2688","0","Vicia orobus","7","7","1","5","5","3"
"2689","12049","Vicia pannonica","7","6","6","4","6","5"
"2690","12053","Vicia pisiformis","6","7","4","4","8","3"
"2691","12026","Vicia angustifolia","5","6","3","x","x","x"
"2692","12056","Vicia sepium","x","x","5","5","6","5"
"2693","12059","Vicia sylvatica","7","x","4","4","8","x"
"2694","12060","Vicia tenuifolia","8","6","6","3","8","2"
"2695","0","Vicia tenuissima","7","8","2","4","6","6"
"2696","12061","Vicia tetrasperma","6","6","5","5","5","5"
"2697","12063","Vicia villosa","7","6","5","4","6","5"
"2698","12070","Vinca minor","4","6","2","5","7","6"
"2699","12072","Vincetoxicum hirundinaria","6","5","5","3","7","3"
"2700","12076","Viola alba","5","7","4","5","7","6"
"2701","12084","Viola biflora","4","3","4","6","7","6"
"2702","0","Viola calaminaria","8","6","3","4","8","1"
"2703","12086","Viola calcarata ssp. calcarata","8","1","4","6","8","2"
"2704","12089","Viola canina","7","x","3","4","3","2"
"2705","12092","Viola canina ssp. schultzii","7","6","5","6","5","1"
"2706","0","Viola cenisia","9","1","5","5","9","2"
"2707","12093","Viola collina","6","5","7","3","8","2"
"2708","12095","Viola elatior","7","7","6","8","8","2"
"2709","12096","Viola epipsila","8","5","7","9","3","2"
"2710","12097","Viola hirta","6","5","5","3","8","3"
"2711","12101","Viola mirabilis","4","5","4","5","8","x"
"2712","12103","Viola odorata","5","6","3","5","x","8"
"2713","12104","Viola palustris","6","x","3","9","2","3"
"2714","12112","Viola stagnina","6","7","5","8","6","3"
"2715","12107","Viola pumila","8","7","6","7","6","4"
"2716","12109","Viola reichenbachiana","4","x","4","5","7","6"
"2717","12110","Viola riviniana","5","x","3","4","4","x"
"2718","12111","Viola rupestris","6","5","7","3","8","2"
"2719","12081","Viola arvensis","6","5","x","x","x","x"
"2720","0","Viola guestphalica","8","6","3","4","6","1"
"2721","12121","Viola tricolor ssp. curtisii","8","7","2","3","6","3"
"2722","0","Viola tricolor ssp. subalpina","8","4","x","5","5","4"
"2723","12118","Viola tricolor ssp. tricolor","7","x","x","4","x","x"
"2724","12125","Viscum abietis","7","5","3","-","-","-"
"2725","12126","Viscum album","7","6","3","-","-","-"
"2726","12127","Viscum laxum","7","6","3","-","-","-"
"2727","12132","Vitis sylvestris","6","8","4","6","8","6"
"2728","12133","Vitis vinifera","9","8","3","4","7","x"
"2729","12145","Vulpia bromoides","9","7","2","3","4","1"
"2730","12149","Vulpia myuros","8","7","3","2","5","1"
"2731","0","Wahlenbergia hederacea","6","6","1","9","4","3"
