Taxon,L,T,K,F,R,N,,FZ,S
Ornithogalum umbellatum,5,6,6,5,7,7,,~,0
Ornithogalum umbellatum subagg.,6,6,4,4,7,6,,~,0
Ornithogalum vulgare,6,6,4,5,7,6,,,0
Ornithopus perpusillus,7,7,2,3,3,2,,,0
Ornithopus sativus,8,7,3,2,3,3,,,0
Orobanche alba,8,6,6,3,8,4,,,0
Orobanche alsatica,7,6,7,4,7,3,,~,0
Orobanche alsatica subsp. alsatica,7,7,7,4,8,3,,~,0
Orobanche alsatica subsp. libanotidis,7,6,7,3,7,2,,,0
Orobanche artemisiae-campestris,8,8,6,2,8,3,,,0
Orobanche caryophyllacea,8,6,6,3,8,3,,,0
Orobanche centaurina,8,7,5,4,8,3,,,0
Orobanche coerulescens,9,7,8,2,8,1,,,0
Orobanche elatior,7,7,7,4,7,3,,,0
Orobanche flava,6,4,5,5,8,3,,,0
Orobanche gracilis,8,6,3,3,7,4,,,0
Orobanche hederae,4,6,3,5,8,5,,,0
Orobanche laserpitii-sileris,6,6,4,2,8,3,,,0
Orobanche lucorum,5,4,6,5,7,5,,,0
Orobanche lutea,7,6,i,3,8,4,,,0
Orobanche lycoctoni,5,4,6,5,7,5,,,0
Orobanche minor,7,6,i,5,7,5,,,0
Orobanche pancicii,7,6,6,5,7,3,,,0
Orobanche picridis,8,7,4,4,7,4,,,0
Orobanche reticulata,7,5,6,4,8,4,,,0
Orobanche reticulata var. pallidiflora,7,7,6,4,8,4,,,0
Orobanche reticulata var. reticulata,8,4,6,3,8,2,,,0
Orobanche salviae,4,5,4,5,8,6,,,0
Orobanche teucrii,8,5,4,2,9,2,,,0
Orthilia secunda,4,5,6,5,5,2,,,0
Oryza sativa,9,8,6,8,7,8,,~,0
Ostrya carpinifolia,5,7,6,3,7,5,,,0
Othocallis amoena,8,7,4,5,4,3,,,0
Othocallis mischtschenkoana,6,8,3,5,5,5,,,0
Othocallis siberica,6,6,7,6,5,5,,,0
Oxalis acetosella,2,5,i,5,4,6,,,0
Oxalis corniculata,7,7,i,4,6,6,,,1
Oxalis corniculata var. corniculata,7,7,i,4,6,6,,,1
Oxalis corniculata var. repens,7,7,3,5,6,6,,,0
Oxalis debilis,6,7,2,4,6,7,,,0
Oxalis dillenii,7,7,i,5,6,7,,,0
Oxalis stricta,6,6,i,5,5,7,,,0
Oxybasis chenopodioides,9,7,8,7,8,9,,,4
Oxybasis glauca,8,6,7,6,7,9,,,3
Oxybasis rhombifolia,8,7,5,8,7,8,,,1
Oxybasis rubra,8,7,i,6,7,9,,~,2
Oxybasis urbica,8,7,7,5,7,8,,~,2
Oxyria digyna,9,1,7,5,3,3,,,0
Oxytropis campestris,9,2,7,4,6,2,,,0
Oxytropis halleri,9,2,7,2,8,2,,,0
Oxytropis lapponica,9,2,7,3,7,3,,,0
Oxytropis montana,8,3,5,3,9,2,,,0
Oxytropis neglecta,9,2,5,2,8,2,,,0
Oxytropis pilosa,9,7,8,1,7,1,,,0
Oxytropis triflora,9,2,7,4,8,2,,,0
Oxytropis x carinthiaca,9,2,6,3,9,2,,,0
Pachypleurum mutellinoides,9,1,6,4,6,2,,,0
Pachysandra terminalis,5,8,3,5,5,5,,,0
Paederota bonarota,8,3,6,4,8,2,,,0
Paederota lutea,6,4,5,5,9,2,,,0
Paeonia mascula,5,6,4,3,6,5,,,0
Paeonia officinalis,5,6,5,4,7,5,,,0
Panicum barbipulvinatum,8,7,5,5,6,7,,,1
Panicum capillare,8,7,i,4,6,6,,,1
Panicum dichotomiflorum,7,8,i,4,7,7,,,1
Panicum gattingeri,8,7,i,5,6,7,,,0
Panicum hillmani,8,7,3,3,8,7,,,0
Panicum miliaceum,8,8,4,4,6,6,,,0
Panicum miliaceum subsp. agricola,8,7,5,4,6,6,,,0
Panicum miliaceum subsp. miliaceum,8,8,4,4,6,6,,,0
Panicum miliaceum subsp. ruderale,8,7,5,6,6,6,,,0
Panicum schinzii,8,7,3,5,8,3,,,0
Panicum virgatum,8,8,i,3,7,6,,,0
Papaver alpinum,9,2,5,4,8,2,,,0
Papaver alpinum subsp. alpinum,9,2,5,4,9,2,,,0
Papaver alpinum subsp. kerneri,9,2,5,4,8,2,,,0
Papaver alpinum subsp. rhaeticum,9,2,5,4,7,2,,,0
Papaver alpinum subsp. sendtneri,9,1,5,5,9,2,,,0
Papaver argemone,8,7,4,3,5,5,,,0
Papaver atlanticum,9,6,5,4,5,3,,,0
Papaver cambricum,5,8,3,5,6,5,,,0
Papaver croceum,7,3,7,3,5,5,,,0
Papaver dubium,8,6,i,4,i,4,,,0
Papaver dubium subsp. austromoravicum,8,7,7,3,7,3,,,0
Papaver dubium subsp. confine,8,7,5,3,8,4,,,0
Papaver dubium subsp. dubium,8,6,i,4,5,5,,,0
Papaver hybridum,8,8,i,3,7,5,,,0
Papaver orientale,7,5,8,4,7,6,,,0
Papaver rhoeas,7,6,i,4,7,6,,,2
Papaver somniferum,8,6,i,5,6,6,,,0
Papaver somniferum subsp. setigerum,8,8,3,5,7,6,,,0
Papaver somniferum subsp. somniferum,8,6,i,5,6,6,,,0
Paradisea liliastrum,8,3,5,5,7,4,,~,0
Paragymnopteris marantae,9,8,5,1,7,1,,,0
Parietaria judaica,8,9,i,3,8,6,,,2
Parietaria officinalis,5,7,5,6,7,7,,,0
Paris quadrifolia,3,5,i,6,7,6,,,0
Parnassia palustris,8,i,i,8,7,2,,~,0
Paronychia kapela subsp. serpyllifolia,9,4,4,2,7,3,,,0
Parthenocissus inserta,6,6,i,5,7,7,,,0
Parthenocissus quinquefolia,6,6,i,5,7,7,,,0
Parthenocissus tricuspidata,7,7,i,5,7,7,,,0
Paspalum distichum,7,8,3,8,6,6,,,0
Pastinaca sativa,8,6,i,5,7,5,,,1
Pastinaca sativa subsp. sativa,8,6,i,5,7,5,,,1
Pastinaca sativa subsp. urens,8,7,i,5,7,5,,,1
Paulownia tomentosa,6,7,i,5,5,4,,,0
Pedicularis aspleniifolia,9,1,6,5,8,3,,,0
Pedicularis elongata,8,2,5,4,8,3,,,0
Pedicularis foliosa,7,3,3,6,8,5,,,0
Pedicularis hacquetii,7,3,5,5,7,6,,,0
Pedicularis julica,8,2,5,3,8,2,,,0
Pedicularis kerneri,9,1,6,3,2,1,,,0
Pedicularis oederi,9,2,7,4,8,2,,,0
Pedicularis palustris,8,4,i,9,5,2,,~,0
Pedicularis portenschlagii,9,1,6,4,6,3,,,0
Pedicularis recutita,7,3,6,6,7,6,,,0
Pedicularis rosea,9,2,4,3,9,3,,,0
Pedicularis rostratocapitata subsp. rostratocapitata,8,2,6,3,9,3,,,0
Pedicularis rostratospicata,7,2,6,4,8,4,,,0
Pedicularis rostratospicata subsp. helvetica,7,2,6,4,7,4,,,0
Pedicularis rostratospicata subsp. rostratospicata,7,2,6,4,8,4,,,0
Pedicularis sceptrum-carolinum,8,5,8,8,8,2,,~,0
Pedicularis sylvatica,8,5,3,8,1,2,,~,0
Pedicularis tuberosa,8,2,5,4,3,3,,,0
Pedicularis verticillata,8,3,6,6,8,2,,,0
Peltaria alliacea,6,6,6,4,8,4,,,0
Pentanema britannicum,8,6,7,6,8,5,,~,3
Pentanema ensifolium,8,7,7,3,8,2,,,0
Pentanema germanicum,8,7,8,3,8,2,,,0
Pentanema hirtum,7,6,7,2,8,2,,,0
Pentanema oculus-christi,9,8,7,2,8,2,,,0
Pentanema salicinum,7,6,7,6,8,3,,~,2
Pentanema squarrosum,6,6,4,4,7,4,,,0
Peplis portula,7,6,i,8,4,5,,=,1
Persicaria amphibia,7,6,i,10,6,7,,~,1
Persicaria capitata,5,8,3,4,5,5,,,0
Persicaria hydropiper,7,6,i,8,5,7,,=,1
Persicaria lapathifolia,7,6,i,7,6,8,,=,1
Persicaria lapathifolia subsp. brittingeri,7,7,i,7,7,7,,=,1
Persicaria lapathifolia subsp. lapathifolia,7,6,i,7,6,8,,=,1
Persicaria lapathifolia subsp. pallida,7,6,5,6,6,8,,,1
Persicaria maculosa,7,6,i,5,7,7,,~,1
Persicaria minor,6,6,i,8,5,8,,=,0
Persicaria mitis,6,6,i,8,6,7,,=,0
Persicaria orientalis,8,8,4,7,5,7,,,0
Persicaria pensylvanica,7,8,3,6,5,7,,,0
Petasites albus,4,4,5,7,6,5,,~,0
Petasites hybridus,7,5,5,8,7,7,,=,0
Petasites paradoxus,8,3,4,6,8,3,,~,0
Petrocallis pyrenaica,9,1,4,3,9,1,,,0
Petrorhagia prolifera,8,7,6,2,6,2,,,0
Petrorhagia saxifraga,8,7,5,2,7,2,,,0
Petrosedum montanum,8,6,7,2,6,2,,,0
Petrosedum montanum subsp. montanum,8,6,7,2,5,2,,,0
Petrosedum montanum subsp. orientale,8,6,7,1,7,2,,,0
Petrosedum rupestre,8,6,4,2,5,2,,,0
Petroselinum crispum,7,7,5,5,6,7,,,2
Peucedanum alsaticum,7,7,7,4,7,4,,~,0
Peucedanum austriacum,5,6,5,3,8,4,,,0
Peucedanum officinale,7,7,4,4,8,2,,~,2
Peucedanum oreoselinum,6,6,5,3,b,2,,~,0
Peucedanum ostruthium,6,3,3,5,6,6,,,0
Peucedanum palustre,6,6,5,9,5,4,,=,1
Peucedanum rablense,5,5,5,3,8,3,,,0
Peucedanum verticillare,6,6,5,6,7,5,,~,0
Phacelia tanacetifolia,8,7,i,5,7,7,,,0
Phalaris arundinacea,7,5,i,8,7,7,,=,1
Phalaris brachystachys,8,7,i,5,6,5,,,0
Phalaris canariensis,8,7,3,4,7,6,,,1
Phalaris minor,8,7,4,4,7,5,,,1
Phalaris paradoxa,8,8,3,4,7,5,,,1
Phaseolus coccineus,8,8,2,5,7,5,,,0
Phaseolus vulgaris,8,7,2,5,7,5,,,0
Phedimus ellacombeanus,8,6,6,3,5,3,,,0
Phedimus hybridus,9,6,6,4,7,4,,,0
Phedimus kamtschaticus,8,6,6,3,5,4,,,0
Phedimus spurius,8,6,6,3,5,3,,,0
Phedimus stolonifer,6,6,7,6,5,5,,,0
Phegopteris connectilis,2,4,i,5,4,5,,,0
Phelipanche arenaria,8,8,6,3,7,2,,,0
Phelipanche bohemica,8,7,7,2,8,2,,,0
Phelipanche caesia,8,7,7,2,8,2,,,0
Phelipanche purpurea,8,7,6,3,8,3,,,0
Phelipanche ramosa,7,7,6,4,7,6,,,0
Philadelphus coronarius,6,6,5,4,7,5,,,0
Phleum alpinum,8,2,i,6,4,4,,,0
Phleum hirsutum,8,3,6,6,7,5,,,0
Phleum nodosum,8,6,i,4,7,5,,~,1
Phleum paniculatum,7,7,6,4,7,5,,,0
Phleum phleoides,8,6,6,2,7,2,,,0
Phleum pratense,7,5,i,5,6,7,,,1
Phleum rhaeticum,8,3,5,5,6,6,,,0
Phleum subulatum,8,8,4,4,7,6,,,1
Phlomoides tuberosa,8,7,8,3,8,3,,,0
Phlox paniculata,5,6,3,5,5,5,,,0
Pholiurus pannonicus,9,8,8,4,8,2,,~,8
Phragmites australis,7,5,i,10,7,6,,~,2
Phyla nodiflora,7,8,3,7,7,5,,,0
Physalis alkekengi,6,7,5,6,7,7,,~,0
Physalis alkekengi var. alkekengi,6,7,5,6,7,7,,~,0
Physalis alkekengi var. franchetii,6,8,5,6,7,7,,~,0
Physalis angulata,5,8,3,5,5,7,,,0
Physalis grisea,8,5,i,5,6,7,,,0
Physalis peruviana,7,8,3,5,5,7,,~,0
Physalis philadelphica,8,5,5,5,6,7,,,0
Physocarpus opulifolius,7,7,4,6,6,5,,,0
Physoplexis comosa,8,4,5,3,9,1,,,0
Physostegia virginiana,7,7,3,6,5,6,,,0
Phyteuma betonicifolium,7,3,6,5,4,4,,,0
Phyteuma confusum,8,2,5,4,4,2,,,0
Phyteuma globulariifolium,9,1,6,3,3,2,,,0
Phyteuma hemisphaericum,8,2,5,4,2,1,,,0
Phyteuma nigrum,7,5,4,5,6,4,,~,0
Phyteuma orbiculare,8,i,5,i,8,3,,,0
Phyteuma persicifolium,6,3,5,5,4,4,,,0
Phyteuma scheuchzeri,8,4,5,4,i,3,,,0
Phyteuma scheuchzeri subsp. columnae,8,5,5,4,9,3,,,0
Phyteuma scheuchzeri subsp. scheuchzeri,8,4,5,4,5,3,,,0
Phyteuma sieberi,9,2,4,3,9,2,,,0
Phyteuma spicatum,5,5,5,5,6,5,,,0
Phyteuma spicatum subsp. coeruleum,5,5,5,5,6,5,,,0
Phyteuma spicatum subsp. ovatum,7,3,4,6,6,6,,,0
Phyteuma spicatum subsp. spicatum,5,5,5,5,6,5,,,0
Phytolacca americana,5,7,i,5,6,5,,,0
Phytolacca esculenta,6,7,i,5,4,7,,,0
Picea abies,5,3,5,i,i,4,,,0
Picea pungens,7,7,7,5,5,5,,,0
Picris hieracioides,8,5,i,i,7,5,,,0
Picris hieracioides subsp. grandiflora,8,5,2,5,5,7,,,0
Picris hieracioides subsp. hieracioides,8,7,3,5,7,5,,,0
Picris hieracioides subsp. spinulosa,8,8,3,3,5,5,,,0
Picris umbellata,8,3,2,7,5,5,,,0
Pilosella acrothyrsa,8,5,6,5,4,3,,,0
Pilosella acutifolia,8,7,5,4,5,3,,,0
Pilosella alpicola,7,1,5,5,3,2,,,0
Pilosella amaurocephala,7,3,4,5,4,3,,,0
Pilosella arida,9,8,5,3,5,2,,,0
Pilosella aurantella,8,3,5,5,4,3,,~,0
Pilosella aurantiaca,7,3,5,5,5,3,,,0
Pilosella auriculoides,8,7,5,3,6,2,,,0
Pilosella basifurca,8,2,5,5,4,4,,,0
Pilosella bauhini,8,6,5,3,7,2,,,0
Pilosella bifurca,9,8,6,2,7,2,,,0
Pilosella blyttiana,7,3,5,5,4,4,,,0
Pilosella brachycoma,7,3,5,5,4,4,,,0
Pilosella caespitosa,8,6,6,6,6,3,,~,0
Pilosella calodon,9,8,6,3,7,2,,,0
Pilosella calomastix,8,4,5,5,5,3,,,0
Pilosella cana,8,7,5,4,6,3,,,0
Pilosella chaunadenia,8,4,5,5,5,3,,,0
Pilosella cochleata,8,5,6,5,4,3,,,0
Pilosella corymbuloides,8,3,4,5,4,3,,,0
Pilosella cymosa,8,7,6,3,7,2,,,0
Pilosella cymosiformis,7,6,5,3,8,2,,,0
Pilosella densiflora,8,7,5,4,7,2,,,0
Pilosella echioides,9,7,7,2,6,1,,,0
Pilosella erythrochrista,8,6,5,5,7,3,,~,0
Pilosella euchaetia,9,9,6,4,7,2,,,0
Pilosella fallacina,9,8,5,4,7,2,,,0
Pilosella flagellaris,8,4,5,5,4,4,,,0
Pilosella floribunda,8,4,5,5,3,4,,,0
Pilosella fusca,8,4,5,5,3,3,,,0
Pilosella glacialis,9,2,4,5,3,2,,,0
Pilosella glomerata,7,4,6,3,4,3,,,0
Pilosella guthnickiana,8,3,5,5,6,3,,,0
Pilosella hoppeana,8,3,5,4,5,2,,~,0
Pilosella hypeurya,8,3,5,5,4,2,,,0
Pilosella koernickeana,8,5,5,5,5,3,,,0
Pilosella lactucella,8,i,i,5,4,2,,~,0
Pilosella laggeri,8,3,4,5,4,3,,,0
Pilosella leptophyton,8,6,5,3,6,2,,,0
Pilosella longiscapa,7,4,4,5,3,2,,,0
Pilosella macrostolona,7,4,6,5,4,4,,,0
Pilosella nigricarina,8,3,5,5,3,3,,,0
Pilosella notha,8,3,5,5,3,3,,,0
Pilosella officinarum,7,i,i,4,4,2,,,0
Pilosella onegensis,7,7,6,7,5,3,,,0
Pilosella pachypilon,8,3,5,5,3,2,,,0
Pilosella peleteriana,9,7,4,3,3,2,,,0
Pilosella permutata,8,3,5,5,3,3,,,0
Pilosella piloselliflora,7,4,5,5,5,4,,,0
Pilosella pilosellina,8,8,5,4,6,2,,,0
Pilosella piloselloides,8,6,5,4,7,3,,~,0
Pilosella plaicensis,8,3,5,5,5,4,,,0
Pilosella polymastix,8,4,5,5,5,3,,,0
Pilosella prussica,8,4,5,5,4,4,,,0
Pilosella rothiana,9,7,6,2,7,2,,,0
Pilosella rubriflora,7,3,5,5,4,3,,,0
Pilosella scandinavica,7,4,5,6,4,3,,,0
Pilosella schultesii,8,4,5,5,4,3,,,0
Pilosella sciadophora,7,4,5,4,6,2,,,0
Pilosella sphaerocephala,8,2,5,5,3,3,,,0
Pilosella stenosoma,8,4,5,5,4,3,,,0
Pilosella sterrochaetia,9,8,6,3,6,2,,,0
Pilosella stoloniflora,8,i,5,5,4,4,,,0
Pilosella substoloniflora,8,3,5,5,4,3,,,0
Pilosella sulphurea,8,4,5,5,5,3,,,0
Pilosella tendina,8,3,4,5,4,3,,,0
Pilosella tephrocephala,9,8,6,3,6,2,,,0
Pilosella testimonialis,9,6,7,3,7,3,,,0
Pilosella trigenes,8,4,5,5,5,3,,,0
Pilosella tubulata,8,7,5,4,6,2,,,0
Pilosella velutina,9,3,3,5,3,3,,,0
Pilosella viridifolia,9,3,5,5,3,3,,,0
Pilosella visianii,9,7,6,4,6,2,,,0
Pilosella ziziana,9,i,6,4,6,3,,,0
Pimpinella alpina,8,3,4,4,8,3,,,0
Pimpinella anisum,7,8,6,4,6,6,,,0
Pimpinella major,7,5,4,5,7,6,,,0
Pimpinella major var. major,7,6,3,5,7,6,,,0
Pimpinella major var. rubra,7,4,5,5,8,5,,,0
Pimpinella peregrina,7,8,7,3,7,6,,,0
Pimpinella saxifraga,7,5,i,3,6,3,,,1
Pimpinella saxifraga subsp. nigra,8,7,i,3,6,3,,,1
Pimpinella saxifraga subsp. saxifraga,7,5,i,3,6,3,,,1
Pinguicula alpina,9,3,7,7,8,2,,~,0
Pinguicula leptoceras,8,3,5,8,7,1,,,0
Pinguicula vulgaris,8,i,3,8,7,2,,,0
Pinus cembra,6,3,8,5,i,3,,,0
Pinus mugo nothosubsp. x rotundata,8,4,5,8,1,2,,,0
Pinus mugo subsp. mugo,8,3,4,i,i,3,,,0
Pinus mugo subsp. uncinata,7,3,6,5,i,3,,,0
Pinus nigra subsp. nigra,7,6,6,3,8,2,,,0
Pinus strobus,5,6,5,5,i,3,,,0
Pinus sylvestris,7,5,i,b,b,2,,,0
Pinus wallichiana,8,3,5,8,2,2,,,0
Pinus x engadinensis,8,4,7,i,i,2,,,0
Plagiobothrys scouleri,8,4,5,8,5,5,,~,0
Plantago alpina,8,3,3,5,3,2,,~,0
Plantago altissima,7,7,7,7,7,5,,=,2
Plantago arenaria,8,7,7,4,7,4,,,0
Plantago atrata subsp. atrata,8,3,4,5,7,4,,,0
Plantago capitellata,9,4,6,3,8,3,,,0
Plantago coronopus,8,6,i,6,6,4,,~,4
Plantago lanceolata,7,5,i,5,6,i,,,1
Plantago major,8,5,i,5,6,6,,=,1
Plantago major subsp. major,8,5,i,5,6,6,,,1
Plantago major subsp. winteri,9,8,7,8,7,6,,=,6
Plantago maritima,9,6,8,7,8,5,,=,7
Plantago media,7,5,7,4,7,4,,,0
Plantago media var. longifolia,8,7,7,3,6,4,,,0
Plantago media var. media,7,5,7,4,7,4,,,0
Plantago sempervirens,9,7,4,3,7,3,,,0
Plantago strictissima,9,4,6,3,6,2,,,2
Plantago tenuiflora,9,7,7,6,8,3,,~,8
Plantago uliginosa,8,6,i,7,5,5,,~,2
Plantago virginica,6,6,2,5,5,5,,,0
Platanthera bifolia,6,5,i,5,7,4,,~,0
Platanthera chlorantha,6,5,4,6,7,4,,~,0
Platanthera muelleri,7,5,4,5,7,4,,~,0
Platanus x hispanica,5,8,3,6,6,6,,~,1
Platycaldus orientalis,7,6,3,6,5,3,,,0
Pleurospermum austriacum,5,4,5,6,8,5,,~,0
Poa alpina,7,2,6,5,6,6,,,0
Poa annua,7,i,i,6,6,8,,,1
Poa badensis,9,7,4,1,9,1,,,0
Poa bulbosa,8,7,7,3,5,3,,~,1
Poa cenisia,8,2,4,6,8,3,,,0
Poa chaixii,6,4,4,6,4,4,,,0
Poa compressa,9,6,i,3,7,3,,~,1
Poa glauca,8,3,6,4,5,2,,,0
Poa hybrida,6,3,5,6,6,7,,,0
Poa infirma,8,9,4,4,6,5,,,0
Poa laxa,8,1,5,5,3,2,,,0
Poa minor,8,2,3,5,8,3,,,0
Poa molinerii,9,5,5,2,6,2,,,0
Poa nemoralis,6,i,i,5,i,4,,~,0
Poa palustris,7,5,7,8,7,6,,=,1
Poa pratensis,7,5,i,i,i,i,,~,1
Poa pratensis subsp. angustifolia,7,6,i,4,i,4,,~,1
Poa pratensis subsp. irrigata,8,5,i,6,5,4,,,3
Poa pratensis subsp. pratensis,7,5,i,5,6,6,,~,1
Poa remota,5,4,7,7,6,7,,,0
Poa stiriaca,5,4,6,4,6,4,,,0
Poa supina,8,4,6,6,6,7,,~,0
Poa trivialis,i,5,i,7,6,7,,~,1
Poa trivialis subsp. sylvicola,5,7,4,4,7,6,,~,0
Poa trivialis subsp. trivialis,i,5,i,7,6,7,,,1
Polemonium caeruleum,6,4,7,7,7,6,,,0
Polycarpon tetraphyllum,9,8,i,3,5,7,,,1
Polycnemum arvense,9,8,6,2,6,3,,,0
Polycnemum heuffelii,9,8,7,2,5,2,,,0
Polycnemum majus,9,8,6,3,8,4,,,0
Polycnemum verrucosum,9,8,7,2,6,3,,,0
Polygala alpestris subsp. alpestris,8,2,5,4,7,2,,,0
Polygala alpina,9,2,5,4,6,2,,,0
Polygala amara,8,4,5,4,8,2,,~,0
Polygala amara subsp. amara,6,5,5,3,8,2,,~,0
Polygala amara subsp. brachyptera,8,3,4,4,8,2,,,0
Polygala amarella,8,i,5,i,8,2,,,0
Polygala chamaebuxus,6,5,4,3,b,2,,,0
Polygala comosa subsp. comosa,8,6,6,3,8,3,,~,0
Polygala forojulensis,8,6,4,3,7,2,,~,0
Polygala major,8,7,7,3,8,3,,~,0
Polygala serpyllifolia,8,4,2,6,2,2,,,0
Polygala vulgaris,8,5,4,4,4,3,,~,0
Polygala vulgaris subsp. oxyptera,8,6,5,5,3,3,,~,0
Polygala vulgaris subsp. vulgaris,8,5,4,4,4,3,,,0
Polygonatum latifolium,4,7,5,5,8,5,,~,0
Polygonatum multiflorum,3,6,i,5,6,5,,,0
Polygonatum odoratum,7,i,6,2,i,3,,~,0
Polygonatum verticillatum,3,4,4,5,5,5,,,0
Polygonum arenastrum,8,7,5,4,6,7,,,1
Polygonum aviculare,8,6,i,5,6,7,,,2
Polygonum aviculare subsp. aviculare,8,6,i,5,6,7,,,1
Polygonum aviculare subsp. rurivagum,8,6,i,4,6,7,,,1
Polygonum bellardii,9,8,6,3,7,4,,~,3
Polygonum equisetiforme,9,9,5,4,7,5,,,4
Polygonum patulum,9,8,6,3,7,2,,~,3
Polypodium interjectum,5,6,2,4,8,2,,~,0
Polypodium vulgare,5,5,i,4,i,2,,~,0
Polypodium x mantoniae,5,6,2,4,8,2,,~,0
Polypogon monspeliensis,8,8,3,8,7,6,,,3
Polypogon viridis,8,8,4,7,5,5,,,0
Polystichum aculeatum,3,5,4,6,7,6,,,0
Polystichum braunii,3,4,4,6,6,6,,,0
Polystichum lonchitis,5,3,i,5,8,4,,,0
Polystichum setiferum,3,7,3,6,6,5,,,0
Pontechium maculatum,9,8,8,3,8,3,,,0
Pontederia cordata,7,7,2,9,5,5,,=,0
Populus alba,7,7,7,6,7,6,,~,1
Populus balsamifera,5,7,4,7,5,7,,,0
Populus gileadensis,6,6,4,7,i,7,,,0
Populus nigra,5,6,i,8,7,7,,=,0
Populus simonii,7,5,5,7,7,7,,,0
Populus tremula,7,5,i,5,i,i,,~,0
Populus trichocarpa,7,5,5,7,7,7,,,0
Populus x canadensis,6,6,i,7,i,6,,,0
Populus x canescens,6,7,5,5,7,5,,~,0
Portulaca grandiflora,9,8,i,4,6,7,,,1
Portulaca oleracea,8,8,i,4,7,7,,,2
Portulaca oleracea subsp. granulatostellulata,8,7,3,3,5,7,,,1
Portulaca oleracea subsp. nitida,8,7,3,3,5,7,,,0
Portulaca oleracea subsp. oleracea,8,8,i,3,7,7,,,2
Portulaca oleracea subsp. papillatostellulata,9,9,3,2,5,7,,,0
Portulaca oleracea subsp. sativa,8,8,i,4,7,7,,,2
Potamogeton acutifolius,7,6,5,12,6,6,,,1
Potamogeton alpinus,7,4,i,11,6,5,,,1
Potamogeton berchtoldii,6,5,i,12,7,6,,,1
Potamogeton coloratus,8,7,4,11,8,5,,,0
Potamogeton compressus,6,5,6,12,8,4,,,1
Potamogeton crispus,6,6,i,12,7,6,,,1
Potamogeton friesii,5,6,6,12,7,6,,,1
Potamogeton gramineus,8,4,i,12,6,4,,,0
Potamogeton lucens,6,6,i,12,7,7,,,1
Potamogeton natans,6,5,i,11,7,5,,,1
Potamogeton nodosus,6,6,7,12,8,6,,,1
Potamogeton obtusifolius,6,6,i,12,6,6,,,0
Potamogeton perfoliatus,6,6,i,12,7,5,,,1
Potamogeton polygonifolius,7,6,4,10,3,2,,,0
Potamogeton praelongus,8,4,6,12,8,4,,,1
Potamogeton pusillus,6,6,i,12,7,7,,,2
Potamogeton trichoides,8,6,i,11,6,5,,,1
Potamogeton x nitens,7,5,i,12,7,5,,,0
Potamogeton x salicifolius,6,5,5,12,7,6,,,0
Potamogeton x zizii,7,6,i,12,7,5,,,0
Potentilla alba,6,6,6,4,i,4,,~,0
Potentilla anglica,7,5,3,6,5,4,,,0
Potentilla argentea,9,6,i,2,5,3,,,0
Potentilla atrosanguinea,6,7,7,4,6,4,,,0
Potentilla aurea,8,2,4,4,3,3,,,0
Potentilla brauneana,9,1,4,6,8,5,,,0
Potentilla caulescens,8,3,4,3,8,3,,~,0
Potentilla chrysantha,7,i,7,3,5,4,,,0
Potentilla clusiana,9,2,5,3,9,2,,,0
Potentilla collina agg.,8,7,4,2,5,3,,,0
Potentilla crantzii,8,3,6,4,7,2,,,0
Potentilla crantzii var. crantzii,9,3,6,4,7,2,,,0
Potentilla crantzii var. serpentini,7,4,7,3,7,2,,,0
Potentilla erecta,6,i,6,b,i,3,,,0
Potentilla frigida,9,1,6,3,3,1,,,0
Potentilla grandiflora,9,2,6,3,4,2,,,0
Potentilla heptaphylla,8,6,6,3,7,2,,~,0
Potentilla incana,8,7,6,1,8,2,,,0
Potentilla inclinata,9,7,6,3,6,2,,,0
Potentilla indica,6,6,3,5,7,7,,,0
Potentilla intermedia,8,6,5,3,7,4,,,0
Potentilla micrantha,5,6,5,4,8,4,,,0
Potentilla neglecta,8,6,5,3,6,2,,,0
Potentilla nitida,9,2,4,3,9,2,,,0
Potentilla nivea,9,1,6,3,6,2,,,0
Potentilla norvegica,7,6,6,6,5,5,,~,1
Potentilla patula,8,7,7,3,7,2,,,1
Potentilla puberula,8,6,5,2,7,2,,,0
Potentilla recta,9,7,5,3,7,3,,,0
Potentilla reptans,7,6,i,6,7,6,,~,1
Potentilla sterilis,7,6,2,5,6,4,,~,0
Potentilla supina,8,6,7,7,6,7,,=,2
Potentilla verna,8,6,5,2,6,2,,,0
Potentilla x italica,7,6,4,5,7,4,,,0
Prenanthes purpurea,4,4,5,5,i,5,,,0
Primula auricula,8,i,5,5,8,2,,~,0
Primula auricula subsp. auricula,8,i,4,5,8,2,,~,0
Primula auricula subsp. balbisii,7,4,6,3,9,1,,,0
Primula clusiana,8,3,5,5,9,2,,,0
Primula daonensis,9,2,4,4,3,3,,,0
Primula elatior subsp. elatior,6,5,5,6,7,6,,~,0
Primula farinosa,8,i,5,8,8,2,,~,0
Primula glutinosa,9,1,6,5,3,1,,,0
Primula halleri,9,2,5,4,8,2,,,0
Primula hirsuta,9,2,6,5,3,2,,,0
Primula integrifolia,8,2,5,6,3,3,,,0
Primula matthioli,5,3,7,6,7,6,,,0
Primula minima,8,2,6,5,2,1,,,0
Primula veris,7,6,i,4,7,3,,,0
Primula villosa,8,3,5,4,3,2,,,0
Primula vulgaris,5,5,2,5,7,5,,~,0
Primula wulfeniana,6,3,4,4,7,2,,,0
Prunella grandiflora,7,i,5,4,8,3,,~,0
